Class,cg-na,cg-npm,Pattern,count
io.questdb.griffin.engine.functions.conditional.GeoLongCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.GeoShortCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.IntCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.Long128CaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.Long256CaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.LongCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.ShortCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.StrCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.TimestampCaseFunction,2,1,State,1
io.questdb.griffin.engine.functions.conditional.UuidCaseFunction,2,1,State,1
io.questdb.cairo.wal.WalEventReader,4,1,State,1
io.questdb.cairo.VacuumColumnVersions,30,2,State,2
io.questdb.griffin.DatabaseSnapshotAgent,30,11,State,3
io.questdb.cairo.ColumnPurgeOperator,45,7,State,3
io.questdb.cutlass.text.CopyTask,91,39,State,7
io.questdb.cutlass.pgwire.PGConnectionContext,812,210,State;Proxy,7
io.questdb.griffin.FunctionFactoryDescriptor,8,11,State,1
io.questdb.jit.CompiledFilterIRSerializer,72,10,State,2
io.questdb.griffin.SqlParser,32,1,State,1
io.questdb.griffin.engine.join.HashJoinRecordCursorFactory,16,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinFilteredRecordCursorFactory,16,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinRecordCursorFactory,16,8,State,2
io.questdb.griffin.engine.join.HashJoinLightRecordCursorFactory,18,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinFilteredLightRecordCursorFactory,18,8,State,2
io.questdb.griffin.engine.join.HashOuterJoinLightRecordCursorFactory,18,8,State,2
io.questdb.griffin.engine.groupby.SampleByFillNoneRecordCursor,18,10,State,3
io.questdb.griffin.engine.join.AsOfJoinLightRecordCursorFactory,11,3,State,1
io.questdb.griffin.engine.join.AsOfJoinRecordCursorFactory,24,7,State,2
io.questdb.griffin.engine.join.LtJoinLightRecordCursorFactory,11,3,State,1
io.questdb.griffin.engine.join.LtJoinRecordCursorFactory,24,7,State,2
io.questdb.griffin.engine.join.SpliceJoinLightRecordCursorFactory,22,3,State,1
io.questdb.griffin.engine.union.UnionRecordCursor,14,8,State,2
io.questdb.griffin.engine.orderby.LimitedSizeSortedLightRecordCursorFactory,21,18,State,3
io.questdb.griffin.engine.functions.GenericRecordCursorFactory,2,2,State,1
io.questdb.griffin.engine.groupby.GroupByRecordCursorFactory,15,6,State,3
io.questdb.griffin.engine.groupby.SampleByInterpolateRecordCursorFactory,24,8,State,2
io.questdb.griffin.engine.union.ExceptCastRecordCursor,6,5,State,1
io.questdb.griffin.engine.union.ExceptRecordCursor,6,7,State,1
io.questdb.griffin.engine.union.IntersectCastRecordCursor,6,5,State,1
io.questdb.griffin.engine.union.IntersectRecordCursor,6,7,State,1
io.questdb.griffin.engine.groupby.GroupByFunctionsUpdater,0,12,State;Bridge,3
io.questdb.griffin.engine.union.UnionAllRecordCursor,4,4,State,1
io.questdb.griffin.engine.groupby.CountRecordCursorFactory,10,8,State,2
io.questdb.griffin.engine.groupby.GroupByNotKeyedRecordCursorFactory,24,18,State,3
io.questdb.griffin.engine.groupby.SampleByFillPrevRecordCursor,14,9,State,2
io.questdb.griffin.engine.groupby.SampleByFillValueRecordCursor,16,9,State,2
io.questdb.cutlass.line.tcp.TableUpdateDetails,62,38,State,3
io.questdb.cairo.sql.TableRecordMetadata,0,6,State,1
io.questdb.cairo.TableStructure,0,30,State,3
io.questdb.cutlass.text.types.InputFormatConfiguration,30,11,State,1
io.questdb.cutlass.line.tcp.LineTcpMeasurementEvent,22,16,State,2
io.questdb.Telemetry,18,10,State,2
io.questdb.cutlass.line.tcp.LineTcpParser,52,12,State,1
io.questdb.cutlass.line.tcp.IOTableUpdateDetailsPool,7,3,State,1
io.questdb.Bootstrap,33,27,State,3
io.questdb.TelemetryConfigLogger,16,2,State,2
io.questdb.cairo.DebugUtils,1,1,State,1
io.questdb.cairo.O3Utils,1,1,State,1
io.questdb.cairo.TableUtils,82,77,State,1
io.questdb.cairo.mig.EngineMigration,2,0,State,1
io.questdb.cairo.mig.Mig607,6,1,State,1
io.questdb.cairo.mig.Mig609,3,0,State,1
io.questdb.cairo.mig.Mig614,3,0,State,1
io.questdb.cairo.mig.Mig620,31,0,State,1
io.questdb.cairo.mig.Mig702,12,1,State,1
io.questdb.cutlass.http.processors.QueryCache,10,11,State,2
io.questdb.cutlass.text.TextDelimiterScanner,11,1,State,1
io.questdb.std.BytecodeAssembler,49,100,State,1
io.questdb.std.datetime.microtime.TimestampFormatUtils,36,27,State,1
io.questdb.std.datetime.millitime.DateFormatUtils,15,20,State,1
io.questdb.griffin.SqlUtil,6,40,State,1
io.questdb.cutlass.pgwire.PGWireServer,5,2,State,1
io.questdb.network.IODispatcher,36,12,State,2
io.questdb.cairo.map.RecordValueSink,0,2,State,2
io.questdb.cairo.TableReaderMetadata,28,28,State,2
io.questdb.cairo.TxnScoreboard,12,18,State,2
io.questdb.cutlass.http.WaitProcessor,30,10,Template Method;State,3
io.questdb.cutlass.line.tcp.LineTcpWriterJob,33,5,State,3
io.questdb.cairo.DynamicTableReaderMetadata,18,24,State,3
io.questdb.cutlass.text.TextLoader,120,143,State;Proxy,5
io.questdb.griffin.FunctionParser,36,18,State,2
io.questdb.std.ObjectPool,10,4,State,2
io.questdb.griffin.CharacterStore,6,8,State,1
io.questdb.std.MemoryPages,16,16,State;Proxy,2
io.questdb.cutlass.line.tcp.LineTcpConnectionContext,125,34,State,5
io.questdb.cairo.vm.MemoryCARWImpl,6,14,State,1
io.questdb.cairo.vm.MemoryCMARWImpl,7,20,State,1
io.questdb.cairo.vm.MemoryCMORImpl,3,8,State,1
io.questdb.cairo.vm.MemoryCMRImpl,3,5,State,1
io.questdb.log.LogRecord,0,23,State,1
io.questdb.griffin.engine.table.ShowPartitionsRecordCursorFactory,18,4,State,2
io.questdb.cairo.O3CopyJob,2,2,Template Method;State,2
io.questdb.cairo.O3OpenColumnJob,12,8,Template Method;State,2
io.questdb.cairo.O3PartitionJob,2,2,Template Method;State,2
io.questdb.ServerConfiguration,0,11,State,1
io.questdb.griffin.engine.table.AsyncJitFilteredRecordCursorFactory,12,7,State,1
io.questdb.griffin.engine.table.DeferredSingleSymbolFilterDataFrameRecordCursorFactory,5,4,State,1
io.questdb.std.ReadOnlyObjList,0,6,State,1
io.questdb.griffin.engine.table.LatestByValueFilteredRecordCursor,14,12,State,2
io.questdb.griffin.engine.table.LatestByValuesIndexedFilteredRecordCursor,22,10,State,2
io.questdb.cutlass.text.TextConfiguration,0,14,State,1
io.questdb.cutlass.line.udp.LineUdpLexer,17,4,State,1
io.questdb.cutlass.line.udp.LineUdpParser,9,3,State,1
io.questdb.cairo.wal.seq.TableSequencerAPI,16,39,State,2
io.questdb.griffin.engine.functions.bind.BinBindVariable,1,4,State,1
io.questdb.std.BinarySequence,0,3,State,1
io.questdb.cairo.TableNameRegistry,1,16,State,1
io.questdb.cutlass.http.HttpContextConfiguration,0,15,State,1
io.questdb.griffin.engine.groupby.vect.GroupByNotKeyedVectorRecordCursorFactory,18,18,State,3
io.questdb.griffin.engine.join.NestedLoopLeftJoinRecordCursorFactory,5,3,State,1
io.questdb.cairo.vm.MemoryPMARImpl,14,19,State,2
io.questdb.griffin.engine.table.LatestByAllIndexedRecordCursor,28,10,State,2
io.questdb.griffin.engine.table.LatestByValueRecordCursor,6,5,State,1
io.questdb.griffin.engine.table.LatestByValuesIndexedRecordCursor,9,5,State,1
io.questdb.cutlass.text.types.DateAdapter,2,5,State,1
io.questdb.cutlass.text.types.DateUtf8Adapter,3,3,State,1
io.questdb.cutlass.text.types.TimestampAdapter,2,3,State,1
io.questdb.cutlass.http.processors.JsonQueryProcessor,36,17,State,3
io.questdb.cutlass.http.processors.JsonQueryProcessorConfiguration,0,16,State,2
io.questdb.cutlass.http.processors.TextQueryProcessor,30,15,State,3
io.questdb.cairo.sql.DataFrame,0,4,State,1
io.questdb.cutlass.line.tcp.LineTcpReceiverConfiguration,0,96,State;Bridge,3
io.questdb.tasks.LatestByTask,16,1,State,1
io.questdb.mp.CountDownLatchSPI,0,1,State,1
io.questdb.cutlass.line.tcp.NetworkIOJob,0,6,State,1
io.questdb.cutlass.text.types.OtherToTimestampAdapter,1,5,State,1
io.questdb.cutlass.text.types.TimestampCompatibleAdapter,0,1,State,1
io.questdb.cairo.TableWriterMetrics,5,3,State,1
io.questdb.cairo.wal.WalMetrics,12,1,State,2
io.questdb.cutlass.http.processors.JsonQueryMetrics,3,3,State,1
io.questdb.cutlass.http.processors.StaticContentProcessor,18,4,State,2
io.questdb.griffin.engine.groupby.SampleByFirstLastRecordCursorFactory,103,30,State,4
io.questdb.std.ObjectFactory,0,4,State,4
io.questdb.cairo.sql.SqlExecutionCircuitBreakerConfiguration,0,7,State,1
io.questdb.cutlass.line.udp.LineUdpReceiverConfiguration,0,60,State;Bridge,3
io.questdb.std.WeakSelfReturningObjectPool,2,0,Template Method;State,2
io.questdb.std.SelfReturningObjectFactory,0,1,State,1
io.questdb.cairo.sql.SingleSymbolFilter,0,2,State,1
io.questdb.cutlass.http.processors.PrometheusMetricsProcessor,2,0,State,1
io.questdb.metrics.Scrapable,0,2,State;Proxy,2
io.questdb.cairo.sql.AsyncWriterCommand,0,12,State,1
io.questdb.std.Unsafe,16,25,State,1
io.questdb.TelemetryConfiguration,0,4,State,1
io.questdb.cairo.vm.api.MemoryMAT,0,4,State,1
io.questdb.cairo.sql.ExecutionCircuitBreaker,0,2,State,2
io.questdb.griffin.engine.table.DeferredSymbolIndexFilteredRowCursorFactory,4,6,State,1
io.questdb.griffin.engine.table.DeferredSymbolIndexRowCursorFactory,5,6,State,1
io.questdb.griffin.PlanSink,0,74,State,2
io.questdb.std.RostiAllocFacade,0,6,State,1
io.questdb.cairo.sql.RowCursorFactory,0,7,State,1
io.questdb.cairo.vm.MemoryPARWImpl,23,92,State,1
io.questdb.BuildInformation,0,3,State,1
io.questdb.griffin.engine.ops.CopyFactory,14,2,State,1
io.questdb.metrics.HealthMetrics,0,2,State,1
io.questdb.std.WeakClosableObjectPool,2,4,Template Method;State,2
io.questdb.std.WeakMutableObjectPool,2,4,Template Method;State,2
io.questdb.ServerMain,8,10,State,1
io.questdb.cairo.IndexFrameCursor,0,1,State,1
io.questdb.cairo.TableNameRegistryRO,7,6,State,1
io.questdb.cairo.wal.WalInitializer,0,1,State,1
io.questdb.cairo.pool.ReaderPool,6,7,Template Method;State,2
io.questdb.cairo.IntervalBwdDataFrameCursor,1,1,State,1
io.questdb.cutlass.auth.PublicKeyRepo,0,1,State,1
io.questdb.std.NanosecondClock,0,2,State,2
io.questdb.cutlass.line.LineProtoTimestampAdapter,0,2,State,1
io.questdb.network.IODispatcherWindows,12,2,Template Method;State,2
io.questdb.network.SelectFacade,0,1,State,1
io.questdb.std.datetime.TimeZoneRules,0,4,State,1
io.questdb.griffin.engine.functions.date.TimestampFloorFunctions,10,16,Template Method;Bridge,2
io.questdb.griffin.engine.groupby.AbstractNoRecordSampleByCursor,42,16,Bridge,3
io.questdb.cutlass.line.udp.AbstractLineProtoUdpReceiver,44,5,Template Method;Bridge,4
io.questdb.network.IODispatcherConfiguration,2,22,Bridge,1
io.questdb.griffin.engine.table.AbstractDataFrameRecordCursorFactory,2,2,Template Method;Bridge,2
io.questdb.cairo.sql.DataFrameCursorFactory,3,8,Bridge,1
io.questdb.griffin.engine.groupby.AbstractSampleByCursor,11,1,Bridge,1
io.questdb.network.IOContextFactory,0,2,Bridge,1
io.questdb.cutlass.line.AbstractLineSender,14,26,Bridge,1
io.questdb.cairo.pool.AbstractPool,20,11,Template Method;Bridge,2
io.questdb.WorkerPoolManager,5,2,Bridge,1
io.questdb.network.SuspendEvent,3,8,Template Method,1
io.questdb.network.AtomicSuspendEvent,1,4,Template Method,1
io.questdb.std.AbstractLowerCaseAsciiCharSequenceHashSet,7,10,Template Method,1
io.questdb.std.LowerCaseAsciiCharSequenceIntHashMap,3,6,Template Method,1
io.questdb.std.LowerCaseAsciiCharSequenceObjHashMap,2,8,Template Method,1
io.questdb.std.LowerCaseAsciiCharSequenceHashSet,1,3,Template Method,1
io.questdb.std.WeakObjectPoolBase,3,2,Template Method,1
io.questdb.std.AbstractLowerCaseCharSequenceHashMap,2,10,Template Method,2
io.questdb.std.LowerCaseCharSequenceIntHashMap,3,9,Template Method,1
io.questdb.std.AbstractIntHashSet,8,5,Template Method,1
io.questdb.std.IntObjHashMap,1,9,Template Method,1
io.questdb.std.CompactIntHashSet,1,8,Template Method,1
io.questdb.std.IntIntHashMap,2,5,Template Method,1
io.questdb.std.AbstractLowerCaseCharSequenceHashSet,7,9,Template Method,1
io.questdb.std.LowerCaseCharSequenceHashSet,1,6,Template Method,1
io.questdb.std.AbstractCharSequenceHashSet,7,9,Template Method,1
io.questdb.std.CompactCharSequenceHashSet,1,7,Template Method,1
io.questdb.std.AbstractLongHashSet,8,5,Template Method,1
io.questdb.std.LongObjHashMap,1,7,Template Method,1
io.questdb.std.LongHashSet,2,12,Template Method,1
io.questdb.std.LongLongHashMap,2,4,Template Method,1
io.questdb.std.CompactLongHashSet,1,7,Template Method,1
io.questdb.std.LongIntHashMap,2,5,Template Method,1
io.questdb.std.datetime.AbstractTimeZoneRules,13,0,Template Method,1
io.questdb.std.datetime.microtime.TimeZoneRulesMicros,0,0,Template Method,1
io.questdb.std.datetime.millitime.TimeZoneRulesMillis,0,1,Template Method,1
io.questdb.cutlass.text.GenericTextLexer,1,1,Template Method,1
io.questdb.cutlass.text.CsvTextLexer,0,0,Template Method,1
io.questdb.griffin.engine.groupby.vect.GroupByJob,0,0,Template Method,1
io.questdb.cairo.O3CallbackJob,0,1,Template Method,1
io.questdb.cairo.ColumnIndexerJob,0,0,Template Method,1
io.questdb.cutlass.text.CopyJob,9,2,Template Method,1
io.questdb.griffin.engine.table.LatestByAllIndexedJob,0,0,Template Method,1
io.questdb.mp.SynchronizedJob,2,0,Template Method,1
io.questdb.cairo.pool.MetadataPool,1,0,Template Method,1
io.questdb.griffin.engine.groupby.AbstractSampleByRecordCursorFactory,2,3,Template Method,1
io.questdb.griffin.engine.groupby.SampleByFillNoneRecordCursorFactory,1,3,Template Method,1
io.questdb.griffin.engine.groupby.AbstractSampleByFillRecordCursorFactory,3,1,Template Method,1
io.questdb.griffin.engine.groupby.AbstractSampleByNotKeyedRecordCursorFactory,0,1,Template Method,1
io.questdb.griffin.engine.table.AbstractDescendingRecordListCursor,5,5,Template Method,1
io.questdb.griffin.engine.table.LatestByValuesRecordCursor,5,2,Template Method,1
io.questdb.griffin.engine.functions.regex.ILikeStrFunctionFactory,0,1,Template Method,1
io.questdb.griffin.engine.functions.regex.LikeStrFunctionFactory,0,1,Template Method,1
io.questdb.griffin.model.InsertModel,33,63,Proxy,3
io.questdb.std.Mutable,0,23,Proxy,23
io.questdb.griffin.model.CreateTableModel,51,124,Proxy,3
io.questdb.griffin.model.AnalyticColumn,4,5,Proxy,1
io.questdb.griffin.WhereClauseParser,68,4,Proxy,2
io.questdb.griffin.model.JoinContext,22,4,Proxy,2
io.questdb.cairo.vm.api.MemoryCR,4,9,Proxy,2
io.questdb.cairo.vm.AbstractMemoryCR,20,28,Proxy,2
io.questdb.cutlass.http.processors.TextImportProcessorState,14,2,Proxy,1
io.questdb.cairo.pool.WriterSource,0,2,Proxy,1
io.questdb.griffin.engine.groupby.DistinctKeyRecordCursorFactory,2,3,Proxy,1
io.questdb.griffin.engine.functions.constants.Long256Constant,1,5,Proxy,1
io.questdb.std.Long256,1,4,Proxy,1
io.questdb.cairo.TableDescriptor,0,4,Proxy,1
io.questdb.std.Sinkable,0,2,Proxy,2
